3.01282	4.29495
3.03846	4.25491
3.0641	4.22678
3.08974	4.20691
3.11538	4.17017
3.14103	4.15066
3.16667	4.12133
3.19231	4.10061
3.21795	4.06494
3.24359	4.03695
3.26923	4.0192
3.29487	3.99078
3.32051	3.96412
3.34615	3.93932
3.37179	3.92085
3.39744	3.8936
3.42308	3.85625
3.44872	3.8367
3.47436	3.81204
3.5	3.79414
3.52564	3.74803
3.55128	3.73143
3.57692	3.70663
3.60256	3.6902
3.62821	3.64816
3.65385	3.62521
3.67949	3.60927
3.70513	3.58715
3.73077	3.55425
3.75641	3.53058
3.78205	3.51548
3.80769	3.49108
3.83333	3.44279
3.85897	3.42651
3.88462	3.40671
3.91026	3.39129
3.9359	3.34869
3.96154	3.33163
3.98718	3.31133
4.01282	3.29667
4.03846	3.24452
4.0641	3.22011
4.08974	3.20763
4.11538	3.16406
4.14103	3.14644
4.16667	3.12352
4.19231	3.11193
4.21795	3.05346
4.24359	3.03543
4.26923	3.01912
4.29487	3.00173
4.32051	2.95665
4.34615	2.93651
4.37179	2.92273
4.39744	2.90687
4.42308	2.85794
4.44872	2.84073
4.47436	2.82151
4.5	2.81023
4.52564	2.75967
4.55128	2.74586
4.57692	2.73159
4.60256	2.72099
4.62821	2.67025
4.65385	2.64542
4.67949	2.63347
4.70513	2.617
4.73077	2.56348
4.75641	2.54777
4.78205	2.53403
4.80769	2.51455
4.83333	2.46687
4.85897	2.45025
4.88462	2.42813
4.91026	2.41162
4.9359	2.36361
4.96154	2.35793
4.98718	2.34044
5.01282	2.31806
5.03846	2.29226
5.0641	2.27416
5.08974	2.25768
5.11538	2.20952
5.14103	2.20412
5.16667	2.20412
5.19231	2.1959
5.21795	2.16137
5.24359	2.14613
5.26923	2.13354
5.29487	2.11059
5.32051	2.07188
5.34615	2.0607
5.37179	2.05308
5.39744	2.02531
5.42308	1.97772
5.44872	1.95904
5.47436	1.9345
5.5	1.92942
5.52564	1.86923
5.55128	1.86332
5.57692	1.86332
5.60256	1.85733
5.62821	1.81291
5.65385	1.81291
5.67949	1.80618
5.70513	1.79239
5.73077	1.72428
5.75641	1.716
5.78205	1.69897
5.80769	1.68124
5.83333	1.59106
5.85897	1.57978
5.88462	1.57978
5.91026	1.5682
5.9359	1.53148
5.96154	1.51851
5.98718	1.50515
6.01282	1.50515
6.03846	1.43136
6.0641	1.43136
6.08974	1.43136
6.11538	1.34242
6.14103	1.34242
6.16667	1.34242
6.19231	1.34242
6.21795	1.27875
6.24359	1.27875
6.26923	1.27875
6.29487	1.27875
6.32051	1.17609
6.34615	1.14613
6.37179	1.11394
6.39744	1.11394
6.42308	1.04139
6.44872	1.04139
6.47436	1.04139
6.5	0.954243
6.52564	0.845098
6.55128	0.845098
6.57692	0.845098
6.60256	0.845098
6.62821	0.778151
6.65385	0.778151
6.67949	0.778151
6.70513	0.778151
6.73077	0.60206
6.75641	0.60206
6.78205	0.60206
6.80769	0.60206
6.83333	0.60206
6.85897	0.60206
6.88462	0.60206
6.91026	0.60206
6.9359	0.477121
6.96154	0.477121
6.98718	0.477121
7.01282	0.477121
7.03846	0.477121
7.0641	0.477121
7.08974	0.477121
7.11538	0.30103
7.14103	0.30103
7.16667	0.30103
7.19231	0.30103
7.21795	0
7.24359	0
7.26923	0
7.29487	0
